Wall time,Step,Value
1767516131.9864135,2,0.12150000035762787
1767520422.5139558,4,0.2329999953508377
1767547329.413236,10,0.18950000405311584
1767547957.1791122,20,0.26249998807907104
1767548576.3178473,30,0.3555000126361847
1767549177.9751034,40,0.3230000138282776
1767549745.1866038,50,0.3440000116825104
1767550362.9499252,60,0.37299999594688416
1767550945.381298,70,0.3855000138282776
1767551565.6493146,80,0.3970000147819519
1767552172.6942253,90,0.35899999737739563
1767552795.4128778,100,0.3944999873638153
1767553412.9747446,110,0.42250001430511475
1767554056.0589485,120,0.40549999475479126
1767554655.0292823,130,0.3785000145435333
1767555271.7680616,140,0.4269999861717224
1767555907.7765691,150,0.41100001335144043
1767556469.9117088,160,0.3855000138282776
1767557094.513348,170,0.4034999907016754
1767557700.5798573,180,0.4009999930858612
1767558328.5564167,190,0.4104999899864197
1767558957.3217452,200,0.39899998903274536
1767559593.3951125,210,0.390500009059906
1767560210.8171427,220,0.39800000190734863
1767560845.450221,230,0.3894999921321869
1767561471.36908,240,0.39100000262260437
1767562100.3175244,250,0.38749998807907104
1767562704.2669208,260,0.390500009059906
1767563347.2619414,270,0.38199999928474426
1767563937.7003207,280,0.4104999899864197
1767564564.1232612,290,0.3824999928474426
1767565162.5983202,300,0.3894999921321869
1767565805.0889776,310,0.34049999713897705
1767566396.4175644,320,0.38749998807907104
1767567035.6193285,330,0.36399999260902405
1767567656.7862453,340,0.36000001430511475
1767568284.9943578,350,0.3790000081062317
1767568918.0257578,360,0.3605000078678131
1767569517.8639903,370,0.3619999885559082
1767570144.9151783,380,0.3714999854564667
1767570768.9881165,390,0.35600000619888306
1767571384.1895804,400,0.3774999976158142
1767571992.3715389,410,0.3734999895095825
1767572629.7673192,420,0.3684999942779541
1767573242.2615974,430,0.36399999260902405
1767573869.6012962,440,0.35749998688697815
1767574486.6986818,450,0.35600000619888306
1767575124.9017117,460,0.3790000081062317
1767575737.9514823,470,0.36500000953674316
1767576354.1469743,480,0.34049999713897705
1767576952.3953347,490,0.3504999876022339
1767577536.9730055,500,0.32199999690055847
1767578104.0172956,510,0.3725000023841858
1767578689.4068694,520,0.3619999885559082
1767579287.36137,530,0.359499990940094
1767579862.1412928,540,0.36550000309944153
1767580422.1803663,550,0.3345000147819519
1767581017.1228244,560,0.36149999499320984
1767581588.499821,570,0.3395000100135803
1767582186.710442,580,0.33899998664855957
1767582751.6098657,590,0.38449999690055847
1767583309.4109309,600,0.37049999833106995
1767583909.1611638,610,0.3684999942779541
1767584485.307282,620,0.3659999966621399
1767585059.2064073,630,0.35899999737739563
1767585679.8368046,640,0.3695000112056732
1767586259.2859137,650,0.3610000014305115
1767586843.903143,660,0.38199999928474426
1767587435.7098846,670,0.3605000078678131
1767587996.0290468,680,0.35499998927116394
1767588592.5546174,690,0.37599998712539673
1767589205.2285733,700,0.3659999966621399
1767589763.989121,710,0.34299999475479126
1767590338.9825785,720,0.3815000057220459
1767590893.219,730,0.35600000619888306
1767591476.0746343,740,0.36399999260902405
1767592081.9588726,750,0.3569999933242798
1767592673.1972146,760,0.3580000102519989
1767593240.511847,770,0.3479999899864197
1767593829.578391,780,0.34299999475479126
1767594408.7778869,790,0.3684999942779541
1767594998.6847208,800,0.33250001072883606
1767595600.3741918,810,0.3465000092983246
1767596161.7854059,820,0.359499990940094
1767596744.8536916,830,0.35499998927116394
1767597324.7416391,840,0.34599998593330383
1767597908.8338645,850,0.34850001335144043
1767598499.237515,860,0.359499990940094
1767599055.2922714,870,0.37549999356269836
1767599620.9388714,880,0.36149999499320984
1767600225.1159067,890,0.34150001406669617
1767600793.2703023,900,0.35899999737739563
1767601367.949588,910,0.34700000286102295
1767601964.4049146,920,0.35350000858306885
1767602536.5539203,930,0.3449999988079071
1767603123.5810757,940,0.34049999713897705
1767603685.8926935,950,0.35499998927116394
1767604253.8198624,960,0.3425000011920929
1767604515.6225975,970,0.3709999918937683
1767604631.96289,980,0.36500000953674316
1767604700.2210283,990,0.3425000011920929
1767604768.6877575,1000,0.3564999997615814
1767604832.2819676,1010,0.33899998664855957
1767604891.3972583,1020,0.3490000069141388
1767604951.9473903,1030,0.34950000047683716
1767605012.85947,1040,0.34450000524520874
1767605074.256234,1050,0.34549999237060547
1767605136.656981,1060,0.35499998927116394
1767605199.6418383,1070,0.36899998784065247
1767605270.0715165,1080,0.3529999852180481
1767605341.442911,1090,0.34850001335144043
1767605412.472769,1100,0.3529999852180481
1767605484.8058653,1110,0.36000001430511475
1767605556.591817,1120,0.34299999475479126
1767605629.160034,1130,0.36149999499320984
1767605702.084457,1140,0.3400000035762787
1767605775.0447667,1150,0.3440000116825104
1767605848.5048807,1160,0.35249999165534973
1767605922.3514342,1170,0.3684999942779541
1767605996.0975199,1180,0.36500000953674316
1767606070.3198524,1190,0.35199999809265137
1767606140.5021164,1200,0.3569999933242798
1767606225.1988177,1210,0.3564999997615814
1767606292.948637,1220,0.35600000619888306
1767606362.2675812,1230,0.3720000088214874
1767606431.5880148,1240,0.35749998688697815
1767606501.801521,1250,0.35850000381469727
1767606572.533821,1260,0.36649999022483826
1767606643.2837489,1270,0.34450000524520874
1767606714.937346,1280,0.3474999964237213
1767606784.7295167,1290,0.3644999861717224
1767606852.738173,1300,0.3544999957084656
1767606921.0280077,1310,0.35199999809265137
1767606988.7337904,1320,0.359499990940094
1767607056.6847847,1330,0.35850000381469727
1767607125.1970541,1340,0.3540000021457672
1767607193.4743903,1350,0.3569999933242798
1767607262.1172516,1360,0.3675000071525574
1767607331.4911628,1370,0.36800000071525574
1767607401.4404016,1380,0.3714999854564667
1767607472.2099333,1390,0.359499990940094
1767607544.6938403,1400,0.3630000054836273
1767607616.6386693,1410,0.35899999737739563
1767607689.1541219,1420,0.37400001287460327
1767607760.7639186,1430,0.37049999833106995
1767607832.0745833,1440,0.3580000102519989
1767607905.6568217,1450,0.3610000014305115
1767607979.5930595,1460,0.3474999964237213
1767608062.0921984,1470,0.36899998784065247
1767608146.3623736,1480,0.3675000071525574
1767608230.693843,1490,0.3569999933242798
1767608340.6790242,1500,0.3765000104904175
1767608425.5350392,1510,0.3695000112056732
1767608510.5962975,1520,0.3449999988079071
1767608596.8452785,1530,0.3569999933242798
1767608682.7685688,1540,0.35499998927116394
1767608768.9262426,1550,0.359499990940094
1767608855.384051,1560,0.3569999933242798
1767608942.5997484,1570,0.3659999966621399
1767609029.159275,1580,0.359499990940094
1767609115.5189273,1590,0.37450000643730164
1767609203.0539956,1600,0.36149999499320984
1767609290.8755925,1610,0.36550000309944153
1767609378.9991312,1620,0.351500004529953
1767609467.366352,1630,0.35600000619888306
1767609555.4766016,1640,0.3540000021457672
1767609644.5731704,1650,0.36550000309944153
1767609733.7438514,1660,0.35850000381469727
1767609822.7804449,1670,0.34599998593330383
1767609912.7165935,1680,0.3634999990463257
1767610002.7851994,1690,0.34950000047683716
1767610093.1675243,1700,0.3580000102519989
1767610184.2111707,1710,0.3529999852180481
1767610275.796043,1720,0.35350000858306885
1767610366.7134335,1730,0.3569999933242798
1767610458.114427,1740,0.36250001192092896
1767610550.1343248,1750,0.351500004529953
1767610642.179486,1760,0.3569999933242798
1767610734.6102438,1770,0.3504999876022339
1767610827.192959,1780,0.37049999833106995
1767610920.363506,1790,0.35899999737739563
1767611013.361088,1800,0.3465000092983246
1767611107.1769884,1810,0.35899999737739563
1767611198.594723,1820,0.3504999876022339
1767611279.8571155,1830,0.3610000014305115
1767611361.248362,1840,0.351500004529953
1767611473.621929,1850,0.36399999260902405
1767611585.156486,1860,0.36250001192092896
1767611667.2982275,1870,0.3540000021457672
1767611749.760057,1880,0.36399999260902405
1767611832.1060827,1890,0.3434999883174896
1767611914.9870646,1900,0.3499999940395355
1767611998.3056557,1910,0.3714999854564667
1767612081.8296063,1920,0.3644999861717224
1767612165.8223543,1930,0.359499990940094
1767612249.5616271,1940,0.3465000092983246
1767612333.937151,1950,0.351500004529953
1767612418.3669837,1960,0.3619999885559082
1767612502.962746,1970,0.36649999022483826
1767612587.2602036,1980,0.36649999022483826
1767612673.7387753,1990,0.3555000126361847
1767612760.5548527,2000,0.3474999964237213
1767612846.583746,2010,0.3695000112056732
1767612932.3549638,2020,0.36149999499320984
1767613018.5907698,2030,0.3569999933242798
1767613104.7806308,2040,0.35199999809265137
1767613191.4705324,2050,0.35499998927116394
1767613278.6305943,2060,0.35499998927116394
1767616330.7278287,2070,0.3684999942779541
1767616432.4220812,2080,0.367000013589859
1767616534.492123,2090,0.367000013589859
1767616637.0180209,2100,0.3675000071525574
1767616739.8864443,2110,0.37299999594688416
1767616842.756863,2120,0.35350000858306885
1767616946.32696,2130,0.3725000023841858
1767617037.6084824,2140,0.36550000309944153
1767617127.1325097,2150,0.36250001192092896
1767617216.6103969,2160,0.3695000112056732
1767617306.439883,2170,0.37400001287460327
1767617398.7765913,2180,0.36399999260902405
1767617493.9379783,2190,0.3644999861717224
1767617589.686704,2200,0.37700000405311584
1767617685.659235,2210,0.38350000977516174
1767617781.7521334,2220,0.36399999260902405
1767617878.2235334,2230,0.3644999861717224
1767617970.1317503,2240,0.3720000088214874
1767618061.9401624,2250,0.36500000953674316
1767618154.2842538,2260,0.359499990940094
1767618248.853135,2270,0.3714999854564667
1767618342.899735,2280,0.38350000977516174
1767618437.9831517,2290,0.3720000088214874
1767618567.519138,2300,0.3580000102519989
1767618661.0183275,2310,0.3765000104904175
1767618763.0826864,2320,0.3709999918937683
1767618874.6077046,2330,0.375
1767618986.0757551,2340,0.37549999356269836
1767619098.0038638,2350,0.3700000047683716
1767619210.0752037,2360,0.3774999976158142
1767619323.0421684,2370,0.3720000088214874
1767619436.9314373,2380,0.3774999976158142
1767619551.8646781,2390,0.3774999976158142
1767619665.0113754,2400,0.3555000126361847
1767619778.8738372,2410,0.367000013589859
1767619892.707705,2420,0.3799999952316284
1767620007.0255208,2430,0.3779999911785126
1767620121.9829204,2440,0.3855000138282776
1767620237.9715729,2450,0.37950000166893005
1767620342.1026294,2460,0.3734999895095825
1767620439.937072,2470,0.3714999854564667
1767620538.5399518,2480,0.3700000047683716
1767620637.3224611,2490,0.3610000014305115
1767620737.3090703,2500,0.3725000023841858
1767620836.7622914,2510,0.3675000071525574
1767620936.0257902,2520,0.3779999911785126
1767621035.982239,2530,0.3695000112056732
1767621136.1764007,2540,0.37549999356269836
1767621236.51745,2550,0.3700000047683716
1767621336.712694,2560,0.3765000104904175
1767621438.1918232,2570,0.3840000033378601
1767621539.2052705,2580,0.3610000014305115
1767621641.3207242,2590,0.3790000081062317
1767621747.1014454,2600,0.36500000953674316
1767621866.8434083,2610,0.37299999594688416
1767621987.1434188,2620,0.3659999966621399
1767622107.971249,2630,0.3605000078678131
1767622228.6978009,2640,0.3774999976158142
1767622349.75782,2650,0.36899998784065247
1767622471.162836,2660,0.3714999854564667
1767622592.7549453,2670,0.367000013589859
1767622714.810368,2680,0.37049999833106995
1767622838.0686667,2690,0.35600000619888306
1767622960.3674722,2700,0.3544999957084656
1767623083.163106,2710,0.37549999356269836
1767623206.0726192,2720,0.37299999594688416
1767623333.5574274,2730,0.3765000104904175
1767623541.1787682,2740,0.36149999499320984
1767623821.705927,2750,0.3610000014305115
1767624066.0432122,2760,0.37049999833106995
1767624282.5038004,2770,0.37700000405311584
1767624496.9964006,2780,0.37400001287460327
1767624758.769348,2790,0.3564999997615814
1767624884.0008025,2800,0.3610000014305115
1767625009.3912213,2810,0.3619999885559082
1767625134.9914417,2820,0.37549999356269836
1767625242.4221187,2830,0.36649999022483826
1767625350.1408281,2840,0.37049999833106995
1767625548.413831,2850,0.36899998784065247
1767625656.301694,2860,0.38199999928474426
1767625764.498278,2870,0.3714999854564667
1767625873.0464976,2880,0.37049999833106995
1767625981.9292777,2890,0.3765000104904175
1767626091.5172963,2900,0.3700000047683716
1767626201.3374567,2910,0.3630000054836273
1767626313.2564497,2920,0.3644999861717224
1767626424.5707834,2930,0.3714999854564667
1767626534.5737987,2940,0.3544999957084656
