Wall time,Step,Value
1767516131.9863532,2,0.14085803925991058
1767520422.513859,4,0.09613596647977829
1767547329.4131658,10,0.06054602563381195
1767547957.1790383,20,0.040521036833524704
1767548576.317769,30,0.03232111036777496
1767549177.9750328,40,0.03292829543352127
1767549745.186532,50,0.026770323514938354
1767550362.949849,60,0.024674419313669205
1767550945.3812299,70,0.02288035675883293
1767551565.6492362,80,0.022054914385080338
1767552172.6941624,90,0.019844524562358856
1767552795.4128134,100,0.022907614707946777
1767553412.9746728,110,0.017666639760136604
1767554056.058878,120,0.019164888188242912
1767554655.0292168,130,0.01950179971754551
1767555271.7679892,140,0.017928967252373695
1767555907.776509,150,0.015510516241192818
1767556469.9116366,160,0.016892336308956146
1767557094.513263,170,0.016231689602136612
1767557700.5797806,180,0.014464247971773148
1767558328.5563476,190,0.014160645194351673
1767558957.321678,200,0.013078292831778526
1767559593.39505,210,0.014269847422838211
1767560210.8170793,220,0.014451203867793083
1767560845.4501505,230,0.013455254025757313
1767561471.3690155,240,0.015158910304307938
1767562100.3174615,250,0.014896878972649574
1767562704.266861,260,0.013378990814089775
1767563347.2618742,270,0.01145822275429964
1767563937.7002537,280,0.013525840826332569
1767564564.1231935,290,0.014188983477652073
1767565162.5982423,300,0.010999450460076332
1767565805.0889106,310,0.01237095519900322
1767566396.4174943,320,0.010504217818379402
1767567035.6192482,330,0.011752194724977016
1767567656.7861788,340,0.013102052733302116
1767568284.9942863,350,0.010840022936463356
1767568918.0256906,360,0.012010201811790466
1767569517.8639154,370,0.011043380945920944
1767570144.9151182,380,0.011050228029489517
1767570768.9880462,390,0.011796715669333935
1767571384.189457,400,0.010997781530022621
1767571992.3714757,410,0.010272765532135963
1767572629.7672477,420,0.009609485976397991
1767573242.261532,430,0.009127129800617695
1767573869.6012254,440,0.010722323320806026
1767574486.698611,450,0.009661735035479069
1767575124.9016457,460,0.011432665400207043
1767575737.9513984,470,0.010276841931045055
1767576354.1468952,480,0.009973599575459957
1767576952.395246,490,0.011946655809879303
1767577536.972932,500,0.009268666617572308
1767578104.017234,510,0.0102866655215621
1767578689.4067998,520,0.009824738837778568
1767579287.3612905,530,0.008362485095858574
1767579862.1412232,540,0.009781481698155403
1767580422.1802938,550,0.010537765920162201
1767581017.1227567,560,0.008218559436500072
1767581588.4997387,570,0.008159338496625423
1767582186.7103696,580,0.008738086558878422
1767582751.6097996,590,0.008553523570299149
1767583309.410856,600,0.010317344218492508
1767583909.161097,610,0.007762839552015066
1767584485.307203,620,0.00887223705649376
1767585059.2063463,630,0.009744739159941673
1767585679.8367288,640,0.010090324096381664
1767586259.285832,650,0.00869824644178152
1767586843.9030583,660,0.00908983126282692
1767587435.70981,670,0.008936900645494461
1767587996.0289762,680,0.009084314107894897
1767588592.554545,690,0.008170798420906067
1767589205.228491,700,0.008826456032693386
1767589763.9890552,710,0.008003465831279755
1767590338.9825132,720,0.008309072814881802
1767590893.2189095,730,0.007952229119837284
1767591476.0745683,740,0.0076482477597892284
1767592081.9587939,750,0.00835540983825922
1767592673.1971507,760,0.00843863282352686
1767593240.5117545,770,0.008559493348002434
1767593829.5782976,780,0.00787693727761507
1767594408.7778187,790,0.00972689501941204
1767594998.6846528,800,0.007201312109827995
1767595600.3741236,810,0.007873107679188251
1767596161.7853374,820,0.007296042516827583
1767596744.8536122,830,0.007389353588223457
1767597324.7415645,840,0.007017272524535656
1767597908.8337834,850,0.007569121662527323
1767598499.2374454,860,0.007872901856899261
1767599055.292201,870,0.00755063584074378
1767599620.9388027,880,0.008076546713709831
1767600225.1158328,890,0.007509033195674419
1767600793.270221,900,0.008272387087345123
1767601367.949516,910,0.007316579110920429
1767601964.4048455,920,0.006961389910429716
1767602536.5538406,930,0.007501769345253706
1767603123.5810087,940,0.006891491357237101
1767603685.8926172,950,0.007745619397610426
1767604253.819797,960,0.007891758345067501
1767604515.6225228,970,0.008229260332882404
1767604631.9628186,980,0.007945542223751545
1767604700.2209532,990,0.007273783441632986
1767604768.687684,1000,0.007325750309973955
1767604832.2818987,1010,0.007637757807970047
1767604891.3971827,1020,0.007004576735198498
1767604951.947288,1030,0.00755043001845479
1767605012.859391,1040,0.007366512902081013
