Wall time,Step,Value
1767547168.664687,4,0.10632366687059402
1767547172.0085478,5,0.0816408321261406
1767547378.0295637,11,0.03721848875284195
1767547573.2585635,15,0.029629657045006752
1767547621.6555512,16,0.027501458302140236
1767547767.0166156,19,0.02446349896490574
1767547816.4954946,20,0.02354557439684868
1767548005.9211547,21,0.023856496438384056
1767548092.612073,23,0.021830091252923012
1767548138.7205405,24,0.02050553821027279
1767548281.60143,27,0.018757430836558342
1767548330.353956,28,0.018696565181016922
1767548980.811778,39,0.01438574492931366
1767549227.2079837,41,0.013621434569358826
1767549500.3627174,48,0.012552446685731411
1767549548.9641519,49,0.011940269730985165
1767549596.810981,50,0.011490237899124622
1767549842.7559178,52,0.011367197148501873
1767549989.3026536,55,0.011412509717047215
1767550116.977031,58,0.010390852577984333
1767550411.9773872,61,0.010162442922592163
1767550460.8055964,62,0.010087421163916588
1767550509.7564833,63,0.009428907185792923
1767550558.0742905,64,0.009670893661677837
1767550644.5239267,66,0.009212647564709187
1767550693.481664,67,0.00903170183300972
1767550726.68782,68,0.0093286307528615
1767550747.804,69,0.009284373372793198
1767550993.6688194,71,0.00890609622001648
1767551042.761389,72,0.008764499798417091
1767551338.3888204,78,0.008149559609591961
1767551416.9425309,80,0.008000652305781841
1767551712.7500367,83,0.007666534744203091
1767551858.7376254,86,0.0073069799691438675
1767552029.665279,90,0.007209813222289085
1767552654.9007027,100,0.006552400533109903
1767552991.7197475,104,0.006401057355105877
1767553140.3235593,107,0.006470407824963331
1767553189.2595167,108,0.0062797171995043755
1767553287.7832167,110,0.006118851713836193
1767553759.9761589,117,0.005697187501937151
1767554135.8157518,122,0.0057700015604496
1767554332.397113,126,0.005481295753270388
1767554381.26757,127,0.005382256582379341
1767554479.2484803,129,0.0053871707059443
1767554695.1708112,131,0.0052622533403337
1767554972.7534804,137,0.005000574514269829
1767555021.8678808,138,0.005227181129157543
1767555511.618646,145,0.004768706392496824
1767555610.6918168,147,0.004907303489744663
1767555660.0888848,148,0.005052980966866016
1767555935.6417477,151,0.004582304507493973
1767556222.496427,158,0.004502758849412203
1767556519.7410626,161,0.004515842068940401
1767556617.8777153,163,0.004549517296254635
1767556716.7154398,165,0.0041989516466856
1767557144.7228467,171,0.004005019553005695
